cas,chemical_name,wave,original_status,phase4_status,merge_cluster_id,representative_cas,independent_evidence,section10_evidence,marginal_coverage,reason,confidence
12124-99-1,"AMMONIUM HYDROSULFIDE, SOLUTION",wave1,UNSUPPORTED,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
1335-31-5,MERCURIC OXYCYANIDE,wave1,UNSUPPORTED,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
1031-07-8,ENDOSULFAN SULFATE,wave1,UNSUPPORTED,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
1031-47-6,TRIAMIPHOS,wave1,UNSUPPORTED,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
104-46-1,ANETHOLE,wave1,REVIEW,UNRESOLVED,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance,low
109-53-5,VINYL ISOBUTYL ETHER,wave1,REVIEW,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
109-59-1,ETHYLENE GLYCOL ISOPROPYL ETHER,wave1,REVIEW,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
101-80-4,"4,4&#39;-DIAMINODIPHENYL ETHER",wave1,UNSUPPORTED,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
103-50-4,DIBENZYL ETHER,wave1,UNSUPPORTED,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_redundancy+section2_has_unexamined_content,low
100-14-1,"BENZENE, 1-(CHLOROMETHYL)-4-NITRO-",wave1,UNSUPPORTED,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
10222-01-2,"2,2-DIBROMO-3-NITRILOPROPIONAMIDE",wave1,UNSUPPORTED,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
1024-57-3,HEPTACHLOR EPOXIDE,wave1,UNSUPPORTED,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
10311-84-9,DIALIFOR,wave1,UNSUPPORTED,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
1333-86-4,CARBON BLACK,wave1,UNSUPPORTED,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_redundancy+section2_has_unexamined_content,low
105-87-3,GERANYL ACETATE,wave1,REVIEW,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
115-86-6,TRIPHENYL PHOSPHATE,wave1,REVIEW,NEEDS_EVIDENCE,,,False,,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
102-54-5,FERROCENE,wave1,UNSUPPORTED,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
107-70-0,4-METHOXY-4-METHYLPENTAN-2-ONE,wave1,UNSUPPORTED,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
102-67-0,TRIPROPYLALUMINUM,wave1,UNSUPPORTED,NEEDS_EVIDENCE,,,False,,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
1191-80-6,MERCURY OLEATE,wave1,UNSUPPORTED,UNRESOLVED,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance,low
104-85-8,P-TOLUNITRILE,wave1,UNSUPPORTED,UNRESOLVED,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance,low
105-56-6,ETHYL CYANOACETATE,wave1,UNSUPPORTED,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
1271-28-9,NICKELOCENE,wave1,REVIEW,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_redundancy+section2_has_unexamined_content,low
1303-28-2,ARSENIC PENTOXIDE,wave1,UNSUPPORTED,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
1312-03-4,"MERCURIC SUBSULFATE, [SOLID]",wave1,UNSUPPORTED,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
10169-02-5,C.I. ACID RED 97,wave1,UNSUPPORTED,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
10031-13-7,LEAD(II) ARSENITE,wave1,UNSUPPORTED,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
111-54-6,"ETHYLENEBISDITHIOCARBAMIC ACID, SALTS AND ESTERS",wave1,UNSUPPORTED,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
15829-53-5,MERCURY OXIDE,wave2,REVIEW,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_redundancy+section2_has_unexamined_content,low
7774-29-0,MERCURY IODIDE,wave2,REVIEW,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
1333-82-0,"CHROMIUM TRIOXIDE, ANHYDROUS",wave2,REVIEW,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
146-84-9,"SILVER PICRATE, WETTED WITH NOT LESS THAN 30% WATER",wave2,REVIEW,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
7783-56-4,ANTIMONY TRIFLUORIDE,wave2,REVIEW,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
1643-20-5,DIMETHYLDODECYLAMINE-N-OXIDE,wave2,REVIEW,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
592-85-8,MERCURY THIOCYANATE,wave2,REVIEW,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_redundancy+section2_has_unexamined_content,low
7783-47-3,STANNOUS FLUORIDE,wave2,REVIEW,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
1327-53-3,ARSENIC TRIOXIDE,wave2,REVIEW,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
140-08-9,TRIS(2-CHLOROETHYL)PHOSPHITE,wave2,REVIEW,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
15283-51-9,FERROUS FLUOROBORATE,wave2,REVIEW,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
118-96-7,"TNT, WETTED WITH NOT LESS THAN 30% WATER",wave2,REVIEW,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_redundancy+section2_has_unexamined_content,low
128-03-0,POTASSIUM DIMETHYLDITHIOCARBAMATE,wave2,REVIEW,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_redundancy+section2_has_unexamined_content,low
131-74-8,"AMMONIUM PICRATE, WETTED WITH NOT LESS THAN 10% WATER",wave2,REVIEW,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
15245-44-0,"LEAD STYPHNATE, [WETTED WITH &gt;= 20 % WATER OR MIXTURE OF ALCOHOL AND WATER]",wave2,REVIEW,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
18810-58-7,"BARIUM AZIDE, WETTED WITH NOT LESS THAN 50% WATER",wave2,REVIEW,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
2217-06-3,"DIPICRYL SULFIDE, WETTED WITH NOT LESS THAN 10% WATER",wave2,REVIEW,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
25550-58-7,"DINITROPHENOL, SOLUTION",wave2,REVIEW,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_redundancy+section2_has_unexamined_content,low
50-00-0,FORMALDEHYDE,wave2,REVIEW,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
545-55-1,TRIS(1-AZIRIDINYL) PHOSPHINE OXIDE,wave2,REVIEW,NEEDS_EVIDENCE,,,False,,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
556-88-7,"NITROGUANIDINE, WETTED WITH NOT LESS THAN 20% WATER",wave2,REVIEW,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
57-12-5,"CYANIDE SOLUTION, N.O.S.",wave2,REVIEW,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_redundancy+section2_has_unexamined_content,low
63868-82-6,ZIRCONIUM PICRAMATE,wave2,REVIEW,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_redundancy+section2_has_unexamined_content,low
96-91-3,"2-AMINO-4,6-DINITROPHENOL",wave2,REVIEW,NEEDS_EVIDENCE,,,False,no_data,unclear,REVIEW_REASON=insufficient_section10+unclear_empirical_relevance+section2_has_unexamined_content,low
23950-58-5,"3,5-DICHLORO-N-(1,1-DIMETHYL-2-PROPYNYL)BENZAMIDE",phase2_add,ADD(PHASE2),ADD_CONFIRMED,,,true,,target_groups=['10'],"true_groups=(10, 12, 16) 기존/다른 ADD후보와 비중복, 대상 그룹(10) scarcity 완화 — Phase2 coverage gain 재확인",high
57-63-6,ETHINYLESTRADIOL,phase2_add,ADD(PHASE2),ADD_CONFIRMED,,,true,,target_groups=['10'],"true_groups=(8, 10, 34) 기존/다른 ADD후보와 비중복, 대상 그룹(10) scarcity 완화 — Phase2 coverage gain 재확인",high
1068-27-5,"2,5-DIMETHYL-2,5-BIS(TERT-BUTYLPEROXY)-3-HEXYNE",phase2_add,ADD(PHASE2),ADD_CONFIRMED,,,true,,target_groups=['11'],"true_groups=(11, 34, 53) 기존/다른 ADD후보와 비중복, 대상 그룹(11) scarcity 완화 — Phase2 coverage gain 재확인",high
1111-78-0,AMMONIUM CARBAMATE,phase2_add,ADD(PHASE2),ADD_CONFIRMED,,,true,,target_groups=['20'],"true_groups=(20, 60) 기존/다른 ADD후보와 비중복, 대상 그룹(20) scarcity 완화 — Phase2 coverage gain 재확인",high
1129-41-5,METOLCARB,phase2_add,ADD(PHASE2),ADD_CONFIRMED,,,true,,target_groups=['20'],"true_groups=(20,) 기존/다른 ADD후보와 비중복, 대상 그룹(20) scarcity 완화 — Phase2 coverage gain 재확인",high
27137-85-5,DICHLOROPHENYLTRICHLOROSILANE,phase2_add,ADD(PHASE2),ADD_CONFIRMED,,,true,,target_groups=['22'],"true_groups=(16, 22) 기존/다른 ADD후보와 비중복, 대상 그룹(22) scarcity 완화 — Phase2 coverage gain 재확인",high
5894-60-0,HEXADECYLTRICHLOROSILANE,phase2_add,ADD(PHASE2),ADD_CONFIRMED,,,true,,target_groups=['22'],"true_groups=(22,) 기존/다른 ADD후보와 비중복, 대상 그룹(22) scarcity 완화 — Phase2 coverage gain 재확인",high
129-17-9,SULFAN BLUE,phase2_add,ADD(PHASE2),ADD_CONFIRMED,,,true,,"target_groups=['23', '57']","true_groups=(13, 23, 57, 61) 기존/다른 ADD후보와 비중복, 대상 그룹(23,57) scarcity 완화 — Phase2 coverage gain 재확인",high
102-36-3,"ISOCYANIC ACID, 3,4-DICHLOROPHENYL ESTER",phase2_add,ADD(PHASE2),ADD_CONFIRMED,,,true,,target_groups=['37'],"true_groups=(16, 37) 기존/다른 ADD후보와 비중복, 대상 그룹(37) scarcity 완화 — Phase2 coverage gain 재확인",high
104-12-1,P-CHLOROPHENYL ISOCYANATE,phase2_add,ADD(PHASE2),ADD_HOLD,,,true,,target_groups=['37'],"같은 ADD 후보 102-36-3와 true_groups=(16, 37) 동일 — 둘 중 하나만 필요, 사람 선택 필요",high
39300-88-4,TARA GUM,phase2_add,ADD(PHASE2),ADD_CONFIRMED,,,true,,target_groups=['48'],"true_groups=(48,) 기존/다른 ADD후보와 비중복, 대상 그룹(48) scarcity 완화 — Phase2 coverage gain 재확인",high
67774-32-7,POLYBROMINATED BIPHENYL,phase2_add,ADD(PHASE2),ADD_CONFIRMED,,,true,,target_groups=['48'],"true_groups=(16, 48) 기존/다른 ADD후보와 비중복, 대상 그룹(48) scarcity 완화 — Phase2 coverage gain 재확인",high
127-69-5,SULFISOXAZOLE,phase2_add,ADD(PHASE2),ADD_CONFIRMED,,,true,,target_groups=['52'],"true_groups=(14, 52, 66) 기존/다른 ADD후보와 비중복, 대상 그룹(52) scarcity 완화 — Phase2 coverage gain 재확인",high
121-54-0,BENZETHONIUM CHLORIDE,phase2_add,ADD(PHASE2),ADD_CONFIRMED,,,true,,target_groups=['57'],"true_groups=(28, 35, 47, 57) 기존/다른 ADD후보와 비중복, 대상 그룹(57) scarcity 완화 — Phase2 coverage gain 재확인",high
124-64-1,TETRAKIS(HYDROXYMETHYL)PHOSPHONIUM CHLORIDE,phase2_add,ADD(PHASE2),ADD_CONFIRMED,,,true,,target_groups=['57'],"true_groups=(5, 47, 57) 기존/다른 ADD후보와 비중복, 대상 그룹(57) scarcity 완화 — Phase2 coverage gain 재확인",high
